NO	X	Y	Year
789	-41.621	-13.508	1975.516129
790	-76.059	-13.504	1967.134409
791	-69.651	-13.486	1932.086022
792	34.15	-13.48	1928.336022
793	-73.99017	-13.40832	1956.271505
794	50	-13.38	1975.129032
795	-39.243	-13.323	1966.830645
796	49.67	-13.21	1928.586022
797	-73.371	-13.201	1936.002688
798	-74.221	-13.173	1928.336022
799	-38.79	-13.15	1964.685484
800	-41.785	-13.149	1959.002688
801	27.84	-13.13	1937.051075
802	-76.38276	-13.09762	1936.002688
803	-76.394	-13.089	1937.919355
804	-72.957	-13.052	1957.459677
805	33.48341	-13.03801	1950.260753
806	-76.36631	-13.03165	1933.086022
807	-42.7	-13.025	1959.002688
808	14	-13.01666667	1934
809	-39.101	-12.997	1974.502688
810	-76.46484	-12.97043	1938.002688
811	40.48642	-12.96148	1950.05914
812	-38.366	-12.946	1964.752688
813	-38.44	-12.94	1955.586022
814	-42.732	-12.82	1966.634409
815	-41.704	-12.816	1935.669355
816	-41.33	-12.81	1961.002688
817	-38.403	-12.791	1975.586022
818	-76.39343	-12.78502	1926.836022
819	-40.203	-12.77	1965.002688
820	-39.52	-12.77	1961.002688
821	-43.23	-12.68	1967.209677
822	-43.229	-12.679	1948.419355
823	-76.64	-12.663	1929.502688
824	-42.216	-12.651	1965.002688
825	-40.935	-12.645	1961.142473
826	-41.74	-12.63	1936.002688
827	13.2	-12.6	1950
828	-41.7	-12.58	1992.11828
829	13.40722222	-12.57833333	1922
830	13.406	-12.577	1926.793011
831	-64.37	-12.571	1955.946237
832	-76.55	-12.531	1934.836022
833	-40.296	-12.527	1961.586022
834	-75.189	-12.486	1931.252688
835	13.90611111	-12.4825	1934
836	-76.44729	-12.47685	1932.002688
837	-39.237	-12.442	1963.002688
838	-41.766	-12.416	1961.002688
839	29.079	-12.401	1933.330645
840	-76.776	-12.387	1928.836022
841	13.531	-12.362	1934.919355
842	13.54555556	-12.34805556	1922
843	33.17914	-12.28969	1956.290323
844	-70.904	-12.286	1936.336022
845	-40.447	-12.282	1954.586022
846	49.291	-12.281	1927.002688
847	49.28333333	-12.26666667	1899
848	-38.962	-12.253	1935.002688
849	-38.204	-12.218	1955.669355
850	-40.4	-12.18	1957.669355
851	-76.83426	-12.16755	1928.836022
852	-39.326	-12.156	1961.228495
853	-39.735	-12.154	1950.586022
854	-40.505	-12.142	1973.844086
855	-39.242	-12.141	1968.876344
856	-76.97733	-12.13388	1963.110215
857	-40.355	-12.132	1957.873656
858	-77.03047	-12.12359	1928.836022
859	-77.04829	-12.11118	1935.919355
860	-76.97191	-12.10652	1933.086022
861	-42.565	-12.091	1975.002688
862	-77.07165	-12.08328	1931.586022
863	-77.045	-12.082	1926.836022
864	-77.07598	-12.07764	1966.11828
865	-77.0613	-12.07695	1935.836022
866	-77.06167	-12.0764	1936.919355
867	-77.09055	-12.07625	1905.432796
868	-77.01403	-12.0753	1967.731183
869	-76.99579	-12.07424	1936.919355
870	-77.04149	-12.07375	1929.419355
871	-77.04147	-12.07367	1934.169355
872	-76.96052	-12.07277	1926.370968
873	-77.11378	-12.07077	1932.002688
874	-77.05186	-12.05919	1939.336022
875	-77.128445	-12.058516	1903
876	-77.144	-12.057	1927.002688
877	-77.09443	-12.05579	1931.252688
878	28.024	-12.052	1939.336022
879	-77.13226	-12.05074	1927.669355
880	-77.06755	-12.05057	1926.002688
881	-41.84	-12.05	1965.002688
882	-77.10862	-12.04612	1928.002688
883	-77.0636	-12.04536	1928.169355
884	-77.04094	-12.04536	1928.002688
885	-76.97219	-12.04066	1928.002688
886	-38.757	-12.04	1975.502688
887	-77.03325	-12.03967	1965.185484
888	-76.99584	-12.03716	1966.22043
889	-76.93923	-12.02868	1933.158602
890	-38.865	-12.026	1965.002688
891	-76.97416	-12.02467	1963.174731
892	-41.8	-12.01	1965.682796
893	-77.04262	-11.99938	1957.193548
894	-76.99699	-11.97652	1927.169355
895	-77.08363	-11.97427	1949.169355
896	-77.10154	-11.97221	1926.919355
897	-39.09	-11.94	1935.752688
898	-76.701	-11.937	1927.252688
899	-76.448	-11.901	1957.784946
900	33.59302	-11.89876	1950.370968
901	-76.99219	-11.86735	1905.432796
902	-75.43	-11.833	1960.965054
903	-39.122	-11.82	1972.803763
904	-46.624	-11.81	1962.419355
905	-42.063	-11.805	1973.556452
906	-74.779	-11.802	1965.120968
907	-38.354	-11.801	1950.502688
908	-39.374	-11.791	1964.685484
909	-48.821	-11.72	1967.763441
910	27.49329	-11.68451	1950.258065
911	-70.327	-11.642	1928.002688
912	-42.017	-11.64	1969.532258
913	-38.809	-11.612	1974.669355
914	-68.25	-11.602	1981.086022
915	-77.26427	-11.57556	1928.169355
916	-39.461	-11.569	1966.172043
917	-77.272	-11.566	1926.586022
918	-39.263	-11.565	1966.88172
919	-41.977	-11.552	1969.526882
920	-39.01	-11.53	1985.225806
921	-77.209	-11.501	1929.086022
922	-75.05859	-11.43696	1926.669355
923	-40.301	-11.423	1969.52957
924	-42.138	-11.335	1969.537634
925	-41.863	-11.308	1969.653226
926	-75.86635	-11.24997	1956.271505
927	-39.364	-11.246	1966.669355
928	-40.55	-11.23	1965.002688
929	13.83333333	-11.2	1922
930	-77.184	-11.139	1935.919355
931	-42.112	-11.137	1967.330645
932	-77.60468	-11.12181	1950.586022
933	-77.619	-11.116	1927.086022
934	-77.60245	-11.1116	1936.002688
935	-40.43	-11.081	1974.669355
936	29.861	-11.065	1974.30914
937	-76.921	-11.058	1993.534946
938	-77.29431	-11.03017	1931.919355
939	-68.915	-11.026	1938.413978
940	-40.291	-11.02	1975.505376
941	-76.048	-10.911	1936.002688
942	-39.715	-10.848	1974.836022
943	-38.526	-10.835	1950.586022
944	15.552	-10.825	1975.147849
945	-76.231	-10.806	1956.233871
946	-66.174	-10.803	1955.946237
947	-77.722	-10.802	1931.836022
948	-77.272	-10.75628	1950.586022
949	-77.75797	-10.7495	1929.086022
950	-40.358	-10.741	1965.002688
951	-77.77689	-10.69342	1936.502688
952	-77.77608	-10.69342	1930.836022
953	-38.392	-10.589	1950.586022
954	-44.934	-10.582	1965.002688
955	-40.319	-10.507	1963.002688
956	-77.03	-10.485	1926.836022
957	-40.188	-10.455	1961.669355
958	-75.543	-10.387	1936.252688
959	-66.674	-10.313	1959.002688
960	40.11	-10.28	1950.55914
961	-36.9	-10.12	1961.107527
962	-74.008	-10.063	1926.919355
963	-41.597	-10.059	1985.717742
964	-37	-9.97	1960.784946
965	-42.553	-9.915	1968.252688
966	-36.661	-9.908	1961.919355
967	-77.712	-9.888	1957.83871
968	-76.957	-9.881	1931.836022
969	-36.83	-9.88	1960.88172
970	-62.628	-9.789	1957.634409
971	-77.612	-9.787	1950.169355
972	-36.658	-9.752	1950.836022
973	-65.917	-9.751	1953.919355
974	-37.432	-9.742	1950.836022
975	-36.502	-9.735	1950.919355
976	-77.453	-9.725	1954.11828
977	-36.78	-9.57	1939.002688
978	-36.624	-9.543	1964.586022
979	-77.58204	-9.538839	1926.836022
980	-77.531	-9.536	1957.497312
981	-36.99	-9.53	1960.938172
982	-77.52468	-9.523221	1958.543011
983	-46.298	-9.45	1973.11828
984	-41.382	-9.449	1974.336022
985	-78.209	-9.44	1930.836022
986	-36.631	-9.405	1950.586022
987	22.76	-9.384	1946.63172
988	-36.365	-9.371	1964.086022
989	-36.239	-9.371	1953.919355
990	-37.232	-9.364	1950.836022
991	-42.408	-9.344	1963.002688
992	-77.72827	-9.329831	1926.169355
993	-36.475	-9.324	1950.836022
994	-64.595	-9.317	1955.086022
995	-36.859	-9.308	1964.586022
996	-37.68	-9.28	1965.701613
997	-37.934	-9.265	1968.607527
998	-77.72827	-9.21056	1926.502688
999	-36.69	-9.18	1952.169355
1000	-36.202	-9.179	1950.752688
1001	-36.69	-9.17	1961.836022
1002	-36.68	-9.17	1964.752688
1003	-36.67	-9.17	1957.086022
1004	-36.683	-9.156	1962.102151
1005	-36.33	-9.13	1961.752688
1006	38.32	-9.13	1950.330645
1007	-36.321	-9.127	1955.669355
1008	-37.738	-9.125	1950.586022
1009	-36.46	-9.12	1963.002688
1010	35.65	-9.12	1926.66129
1011	13.68333333	-9.1	1933
1012	-78.6	-9.073	1927.169355
1013	-36.616	-9.049	1954.669355
1014	35.634155	-9.047853	1932.169355
1015	-37.06	-9.03	1952.169355
1016	-37.05	-9.03	1950.586022
1017	-78.04688	-8.967828	1957.44086
1018	13.106	-8.96	1926.959677
1019	-78.453145	-8.9301	1937.836022
1020	-38.11	-8.93	1982.534946
1021	14.95789	-8.92306	1926.919355
1022	-76.889	-8.913	1954.099462
1023	-37.83	-8.9	1950.669355
1024	-37.82	-8.9	1965.795699
1025	-36.29	-8.89	1967.317204
1026	-36.493	-8.886	1956.502688
1027	13.49121	-8.885072	1933.126344
1028	-36.283	-8.884	1961.919355
1029	-36.49	-8.88	1961.836022
1030	-36.21	-8.88	1962.086022
1031	-36.2	-8.88	1957.771505
1032	-36.193	-8.876	1962.016129
1033	-36.99	-8.87	1936.002688
1034	-43.915	-8.856	1975.586022
1035	13.23444444	-8.838333333	1921
1036	-36.95	-8.81	1935.502688
1037	-37.35	-8.75	1964.752688
1038	-37.337	-8.75	1969.913978
1039	-38.949	-8.747	1963.919355
1040	-36.626	-8.736	1967.325269
1041	-36.41	-8.72	1965.002688
1042	-36.4	-8.72	1965.758065
1043	115.1644	-8.698442	1928.88172
1044	-36.01	-8.66	1963.002688
1045	25.877	-8.638	1956.05914
1046	-77.069	-8.637	1967.836022
1047	-35.95	-8.61	1961.836022
1048	116.1553	-8.595619	1926.317204
1049	-77.623	-8.557	1956.252688
1050	-63.658	-8.526	1963.002688
1051	-36.44	-8.52	1961.836022
1052	-36.95	-8.5	1961.836022
1053	-36.94	-8.5	1961.889785
1054	-36.05	-8.493	1969.607527
1055	-49.409	-8.449	1964.752688
1056	-78.751	-8.421	1936.919355
1057	-37.06	-8.419	1964.752688
1058	-77.651	-8.415	1965.002688
1059	-36.74	-8.36	1936.005376
1060	-36.721	-8.359	1950.836022
1061	-38.142	-8.346	1986.693548
1062	-36.421	-8.332	1962.086022
1063	-36.42	-8.33	1965.002688
1064	-35.98	-8.28	1961.752688
1065	-35.76	-8.24	1961.752688
1066	113.5033	-8.192801	1933.674731
1067	111.783	-8.171	1950.465054
1068	-78.99788	-8.158138	1930.586022
1069	-35.4	-8.14	1965.002688
1070	-35.85	-8.13	1965.002688
1071	-34.9	-8.13	1965.833333
1072	-79.02409	-8.124863	1936.002688
1073	-34.95	-8.12	1990.056452
1074	-79.03	-8.112	1927.002688
1075	-78.94775	-8.112	1933.086022
1076	-79.02397	-8.109197	1936.752688
1077	-79.02225	-8.109197	1928.002688
1078	-42.572	-8.102	1969.465054
1079	-34.99	-8.1	1965.755376
1080	-78.95393	-8.093221	1933.669355
1081	-79.08543	-8.092542	1933.086022
1082	-34.92	-8.08	1969.822581
1083	-39.13	-8.07	1975.419355
1084	-34.876964	-8.047562	1906
1085	-78.44238	-8.032034	1926.169355
1086	112.659	-8.003817	1953.854839
1087	112.7747	-7.983078	1925.002688
1088	112.626	-7.982	1932.946237
1089	-39.3	-7.95	1964.744624
1090	112.6362	-7.939662	1931.682796
1091	27.462	-7.924	1953.247312
1092	-35.99	-7.9	1965.002688
1093	-40.08	-7.88	1969.677419
1094	-38.76	-7.87	1968.645161
1095	-35.76	-7.85	1965.002688
1096	113.763	-7.844	1925.002688
1097	-79.16124	-7.838958	1934.252688
1098	-78.05183	-7.818848	1957.252688
1099	110.921	-7.818	1934.094086
1100	110.370994	-7.804183	1948.33871
1101	110.9468	-7.8008	1957.233871
1102	110.3759	-7.800119	1925.002688
1103	-35.58	-7.8	1965.002688
1104	110.3729	-7.799609	1953.607527
1105	-39.94	-7.785	1951.419355
1106	-39.95	-7.78	1951.669355
1107	35.7	-7.78	1933.360215
1108	113.2031	-7.776989	1937.889785
1109	113.2072	-7.775968	1927.182796
1110	113.2059	-7.774608	1935.459677
1111	35.686	-7.768	1936.002688
1112	35.71	-7.76	1905.287634
1113	113.212	-7.757	1932.983871
1114	-39.4	-7.75	1968.577957
1115	-37.99	-7.74	1950.669355
1116	-37.993	-7.737	1970.873656
1117	113.689	-7.737	1925.002688
1118	-79.30275	-7.730214	1931.836022
1119	109.6266	-7.715138	1933.352151
1120	110.596	-7.712	1932.752688
1121	-39.63	-7.71	1975.72043
1122	-39.009	-7.693	1975.502688
1123	-42.63	-7.67	1975.002688
1124	110.8575	-7.663358	1956.725806
1125	-40.02	-7.65	1961.919355
1126	112.9036	-7.648387	1925.002688
1127	112.903	-7.645	1997.002688
1128	-40.15	-7.64	1969.701613
1129	-35.55	-7.64	1971.169355
1130	111.514	-7.63	1925.002688
1131	109.579	-7.625	1954.451613
1132	-40.55	-7.62	1964.752688
1133	-39.69	-7.62	1972.024194
1134	-39.69	-7.61	1961.586022
1135	110.9723	-7.604745	1933.255376
1136	-40.82	-7.59	1975.626344
1137	-39.15	-7.58	1964.002688
1138	110.823	-7.572	1928.728495
1139	110.826	-7.560248	1953.58871
1140	-40.19	-7.56	1964.752688
1141	-35.44	-7.56	1971.169355
1142	110.8249	-7.559227	1925.002688
1143	-39.11	-7.53	1968.502688
1144	110.596	-7.524	1955.639785
1145	-39.727	-7.516	1951.419355
1146	-35.68	-7.513	1961.919355
1147	-39.72	-7.5	1961.502688
1148	-38.987	-7.494	1968.518817
1149	110.214	-7.481	1934.766129
1150	-36.14	-7.48	1961.836022
1151	112.4387	-7.479857	1936.626344
1152	109.1849	-7.438731	1932.946237
1153	-79.5647	-7.409282	1928.002688
1154	-79.55973	-7.405707	1936.752688
1155	-79.563	-7.401	1930.502688
1156	112.7874	-7.379151	1929.922043
1157	-78.805	-7.369	1936.836022
1158	109.899	-7.362	1934.435484
1159	-39.31	-7.36	1975.715054
1160	108.2311	-7.352933	1934.663978
1161	-40.9	-7.35	1975.002688
1162	-39.3	-7.35	1964.717742
1163	-39.05	-7.35	1967.833333
1164	112.6997	-7.347825	1931.682796
1165	112.6995	-7.347804	1933.134409
1166	108.2037	-7.338632	1934.766129
1167	108.214	-7.328	1933.674731
1168	-38.941	-7.319	1950.586022
1169	110.1815	-7.317264	1935.325269
1170	110.175	-7.317	1937.86828
1171	110.2148	-7.28619	1925.002688
1172	39.241	-7.279	1950.268817
1173	112.7918	-7.278081	1948.870968
1174	112.7527	-7.264394	1925.002688
1175	112.7717	-7.264288	1931.064516
1176	112.7544	-7.260648	1931.854839
1177	-39.138	-7.259	1967.706989
1178	112.7547	-7.258945	1948.669355
1179	110.141	-7.258605	1953.58871
1180	112.7575	-7.258264	1929.801075
1181	110.2808	-7.253496	1937.008065
1182	112.758	-7.24579	1935.860215
1183	-79.47244	-7.245322	1934.836022
1184	-36.78	-7.24	1937.002688
1185	-39.413	-7.238	1936.086022
1186	112.666057	-7.23269	1948.768817
1187	-39.78	-7.23	1974.752688
1188	107.9163	-7.229315	1933.002688
1189	107.909	-7.228	1936.319892
1190	-79.42034	-7.227952	1928.836022
1191	-35.88	-7.22	1961.836022
1192	-40.14	-7.21	1975.336022
1193	109.822	-7.209	1954.395161
1194	-37.928	-7.201	1936.002688
1195	-35.01	-7.2	1968.502688
1196	-35	-7.2	1977.943548
1197	-39.743	-7.189	1963.002688
1198	-34.96	-7.18	1983.102151
1199	-78.511	-7.162	1926.169355
1200	-35.96	-7.15	1962.169355
1201	-34.97	-7.15	1975.231183
1202	-40.02	-7.1	1975.586022
1203	-40.027	-7.099	1975.653226
1204	-40.62	-7.08	1975.47043
1205	-40.61	-7.08	1975.419355
1206	-78.47534	-7.068185	1949.919355
1207	109.1284	-7.057623	1952.924731
1208	113.3789	-7.046379	1925.002688
1209	113.543	-7.046	1933.002688
1210	112.7856	-7.021846	1952.924731
1211	110.4325	-7.002082	1926.986559
1212	-36.24	-6.99	1986.766129
1213	110.430785	-6.984582	1925.002688
1214	107.6327	-6.975395	1933.446237
1215	110.426	-6.971	1932.639785
1216	-79.2334	-6.964597	1960.026882
1217	107.625	-6.932881	1934.830645
1218	-79.124	-6.924	1959.080645
1219	110.2021	-6.921975	1929.083333
1220	107.6317	-6.921655	1935.784946
1221	107.6303	-6.920974	1933.674731
1222	-79.861	-6.919	1931.169355
1223	107.6152	-6.918247	1936.107527
1224	107.6089	-6.9178	1925.002688
1225	107.6117	-6.915776	1948.002688
1226	107.6096	-6.912474	1934.811828
1227	107.6093	-6.908001	1929.744624
1228	109.6745	-6.894389	1933.674731
1229	109.6721	-6.890981	1939.655914
1230	109.378	-6.884	1935.325269
1231	109.67	-6.883	1925.002688
1232	-39.87	-6.88	1965.682796
1233	-39.873	-6.878	1965.002688
1234	-58.915	-6.875	1974.836022
1235	-79.859	-6.868	1927.086022
1236	107.629797	-6.865075	1935.053763
1237	109.034	-6.864	1935.325269
1238	109.137	-6.864	1921.728495
1239	-36.41	-6.858	1975.586022
1240	108.226	-6.837806	1934.112903
1241	-79.93238	-6.833566	1934.002688
1242	-79.927	-6.833	1928.336022
1243	107.1462	-6.816756	1939.599462
1244	107.975	-6.814626	1934.462366
1245	107.9887	-6.813262	1934.435484
1246	-79.8452	-6.775421	1929.419355
1247	-79.87615	-6.770701	1938.669355
1248	-78.60795	-6.764	1931.002688
1249	-79.837	-6.763	1926.836022
1250	34.11	-6.75	1948.024194
1251	34.12	-6.75	1965.873656
1252	34.16	-6.75	1952.110215
1253	34.17	-6.75	1927.239247
1254	111.0291	-6.748594	1932.005376
1255	-35.642	-6.748	1975.231183
1256	34.13	-6.74	1937.083333
1257	108.5535	-6.736554	1929.284946
1258	108.5545	-6.734849	1925.002688
1259	110.63	-6.709	1925.002688
1260	-79.904	-6.693	1926.169355
1261	105.578	-6.662	1950.311828
1262	37.13	-6.64	1983.658602
1263	106.7972	-6.604438	1932.752688
1264	-39.06	-6.6	1964.744624
1265	34.17	-6.57	1937.002688
1266	-79.861	-6.548	1934.836022
1267	-36.15	-6.48	1961.919355
1268	106.1169	-6.440859	1925.002688
1269	-68.491	-6.42	1965.002688
1270	106.4355	-6.402648	1925.002688
1271	-79.82134	-6.39011	1937.752688
1272	-78.815	-6.377	1926.836022
1273	-76.771	-6.375	1936.169355
1274	34.89	-6.37	1990.981183
1275	-47.79	-6.351	1965.002688
1276	-36.2	-6.35	1962.419355
1277	107.2865	-6.307706	1939.505376
1278	107.287	-6.306	1934.766129
1279	29.59717	-6.293459	1930.685484
1280	106.8311	-6.271618	1928.497312
1281	106.822	-6.271362	1930.954301
1282	106.8217	-6.271213	1930.685484
1283	106.829	-6.183	1929.268817
1284	106.8942	-6.176908	1959.486559
1285	106.8	-6.166664	1925.002688
1286	35.75	-6.16	1927.392473
1287	27.387	-6.052	1957.177419
1288	-79.26623	-6.047101	1970.451613
1289	-77.27594	-5.992046	1936.586022
1290	-79.74813	-5.986412	1966.295699
1291	-35.2	-5.78	1935.002688
1292	16.78986	-5.766303	1938.456989
1293	-79.859	-5.757	1970.715054
1294	-47.726	-5.757	1950.836022
1295	34.83	-5.75	1952.284946
1296	-78.796	-5.71	1965.002688
1297	-78.79797	-5.690092	1966.486559
1298	-78.515	-5.648	1962.88172
1299	-35.421	-5.64	1966.80914
1300	-49.232	-5.596	1974.836022
1301	-39.37	-5.59	1965.798387
1302	-39.372	-5.586	1965.002688
1303	-78.82684	-5.575592	1927.252688
1304	-39.36	-5.55	1934.002688
1305	-43.016	-5.522	1965.002688
1306	-80.8924	-5.513111	1931.086022
1307	-39.32	-5.5	1937.002688
1308	-72.964	-5.497	1935.919355
1309	-39.72	-5.45	1965.688172
1310	-79.51904	-5.446491	1966.099462
1311	-79.50256	-5.430085	1933.669355
1312	-44.082	-5.424	1957.669355
1313	-80.76217	-5.40819	1966.639785
1314	-79.60547	-5.375227	1936.669355
1315	-79.42978	-5.349419	1967.836022
1316	-79.42154	-5.32344	1962.018817
1317	-79.283	-5.313	1962
1318	38.3	-5.31	1950.153226
1319	-56.751	-5.289	1934.973118
1320	104.9129	-5.282759	1933.134409
1321	-44.515	-5.254	1969.526882
1322	-79.43665	-5.249598	1949.169355
1323	-80.66291	-5.237461	1935.919355
1324	-79.4339	-5.235922	1945.177419
1325	-79.447	-5.234	1927.086022
1326	-79.953	-5.222247	1965.002688
1327	-80.7614	-5.194	1965.064516
1328	-80.625	-5.194	1931.752688
1329	-80.66167	-5.189883	1984.975806
1330	-80.65825	-5.187767	1963.110215
1331	-80.7614	-5.185	1965.185484
1332	-79.969	-5.185	1965.120968
1333	-80.66299	-5.184979	1956.177419
1334	-80.65853	-5.184979	1926.752688
1335	-80.66402	-5.182585	1984.198925
1336	119.4104	-5.177114	1929.268817
1337	-80.68884	-5.156428	1962.88172
1338	-80.68857	-5.156396	1963.110215
1339	119.4543	-5.141553	1929.930108
1340	-39.732	-5.125	1964.752688
1341	-80.162	-5.1	1966.043011
1342	-81.113	-5.093	1928.836022
1343	-45.62	-5.06	1955.502688
1344	-79.79591	-5.040993	1953.586022
1345	32.82	-5.04	1931.182796
1346	-39.57275	-5.003394	1982.978495
1347	23.441	-4.972	1950.258065
1348	-62.734	-4.966	1966.862903
1349	-79.94674	-4.930969	1966.024194
1350	-80.684	-4.892	1946.336022
1351	122.4234	-4.857338	1952.924731
1352	38.28907	-4.800549	1980.438172
1353	-40.96	-4.79	1967.951613
1354	-79.96674	-4.787206	1966.077957
1355	-79.96674	-4.778995	1984.975806
1356	-40.567	-4.711	1975.672043
1357	-79.54102	-4.710566	1966.182796
1358	-79.77997	-4.688667	1935.919355
1359	-79.76898	-4.68593	1953.704301
1360	105.728	-4.679	1950.693548
1361	-39.6	-4.67	1962.669355
1362	-80.24028	-4.65941	1984.258065
1363	120.1685	-4.655817	1928.021505
1364	39.215	-4.654	1930.002688
1365	-79.71525	-4.640333	1954.11828
1366	-79.82297	-4.629511	1949.919355
1367	-79.82237	-4.62934	1953.586022
1368	-79.82301	-4.629126	1966.005376
1369	-79.6344	-4.614753	1957.782258
1370	-79.80194	-4.601065	1965.986559
1371	-79.77173	-4.595589	1966.024194
1372	-40.75	-4.59	1967.107527
1373	32.9	-4.59	1931.532258
1374	-79.42686	-4.581687	1960.905914
1375	-54.018	-4.576	1990.056452
1376	-40.72	-4.55	1966.862903
1377	-40.72	-4.54	1967.303763
1378	-79.40506	-4.535356	1956.349462
1379	-79.66599	-4.525089	1962.596774
1380	-80.00261	-4.514286	1965.986559
1381	-80.00278	-4.51403	1953.586022
1382	-80.00233	-4.514008	1949.919355
1383	-38.901	-4.471	1964.752688
1384	-40.92	-4.44	1971.793011
1385	-79.463	-4.409	1931.002688
1386	32.893	-4.392	1931.223118
1387	-79.947	-4.383	1949.793011
1388	-40.19	-4.37	1976.252688
1389	-39.311	-4.36	1968.61828
1390	-80.44	-4.355	1963.803763
1391	15.26291	-4.339896	1938.002688
1392	-38.874	-4.332	1962.419355
1393	-79.7916	-4.328182	1947.669355
1394	-40.71	-4.321	1966.860215
1395	-40.71	-4.32	1967.150538
1396	15.29	-4.32	1939.948925
1397	15.285145	-4.285191	1940.346774
1398	-38.921	-4.224	1951.169355
1399	-38.729	-4.222	1984.997312
1400	-40.79	-4.21	1967.416667
1401	-40.78	-4.21	1967.669355
1402	-40.62	-4.21	1974.919355
1403	-38.87	-4.18	1961.919355
1404	-80.065	-4.175	1929.05914
1405	-68.987	-4.172	1928.752688
1406	-40.75	-4.16	1967.188172
1407	-40.584	-4.144	1970.002688
1408	37.81	-4.13	1972.833333
1409	-80.247	-4.120693	1965.852151
1410	-80.107	-4.116969	1958.876344
1411	-79.951	-4.099	1938.169355
1412	-40.9	-4.09	1983.102151
1413	39.654891	-4.050945	1927.155914
1414	39.66666667	-4.05	1912
1415	-79.648	-4.049	1931.836022
1416	-40.87	-4.04	1967.169355
1417	-38.927	-4.027	1983.758065
1418	-79.20525	-4.003829	1953.752688
1419	23.585	-3.991	1968.002688
1420	-79.204	-3.99	1931.002688
1421	-79.355	-3.982	1943.793011
1422	35.3	-3.93	1937.223118
1423	35.299	-3.928	1931.432796
1424	-78.874	-3.871	1957.862903
1425	35.54	-3.86	1977.752688
1426	35.542	-3.858	1950.543011
1427	-38.6	-3.85	1968.502688
1428	35.3	-3.812187	1968.650538
1429	-38.589	-3.783	1982.978495
1430	-80.062	-3.781	1965.776882
1431	-41.02	-3.78	1973.051075
1432	-40.992	-3.737	1969.760753
1433	-38.526739	-3.731903	1906
1434	-79.631	-3.699	1965.776882
1435	-74.276	-3.677	1939.919355
1436	30.705	-3.586	1956.502688
1437	104.587	-3.584	1955.793011
1438	-80.454	-3.568	1933.086022
1439	-40.24	-3.56	1935.836022
1440	-80.064	-3.555	1962.094086
1441	23.814	-3.509	1950.502688
1442	-80.286	-3.503	1931.919355
1443	23.428	-3.49	1930.462366
1444	26.959	-3.47	1938.247312
1445	38.33333333	-3.416666667	1906
1446	-78.775	-3.393	1966.314516
1447	-68.867	-3.39	1965.002688
1448	36.674	-3.39	1969.38172
1449	36.68	-3.39	1969.38172
1450	37.75	-3.39	1964.08871
1451	34.18	-3.37	1931.026882
1452	36.69	-3.37	1948.185484
1453	37.33	-3.339	1956.545699
1454	37.343	-3.339	1957.25
1455	-79.78975	-3.337011	1931.086022
1456	114.589	-3.328	1950.505376
1457	-79.801	-3.325	1956.481183
1458	114.5905	-3.320817	1927.430108
1459	-78.7	-3.309	1956.768817
1460	33.98	-3.24	1921.158602
1461	-77.795	-3.207	1928.836022
1462	24.297	-3.203	1950.258065
1463	-79.25717	-3.143344	1956.177419
1464	104.757	-2.991	1950.693548
1465	-79.03084	-2.912011	1950.502688
1466	-79.015	-2.898	1961.002688
1467	32.23	-2.88	1965.002688
1468	-77.936	-2.836	1956.69086
1469	-77.799	-2.79	1966.155914
1470	-78.844	-2.75	1956.672043
1471	-80.247	-2.712	1948.836022
1472	33.98	-2.68	1937.002688
1473	33.99	-2.68	1936.209677
1474	-79.614	-2.673	1932.002688
1475	-80.44	-2.6267	1936.919355
1476	29.47	-2.62	1959.002688
1477	-77.77	-2.607	1962.443548
1478	-78.648	-2.583	1946.586022
1479	32.92	-2.52	1928.077957
1480	28.84735	-2.513346	1968.018817
1481	28.84872	-2.512317	1938.419355
1482	28.85	-2.51	1946.959677
1483	32.92	-2.51	1937.002688
1484	-78.98	-2.483	1945.502688
1485	-76.636	-2.418	1932.002688
1486	-80.364	-2.407	1959.263441
1487	-47.787	-2.406	1969.827957
1488	-80.675	-2.398	1948.793011
1489	-77.459	-2.34	1956.768817
1490	36.05	-2.34	1950.153226
1491	-76.472	-2.292	1963.231183
1492	-78.917	-2.287	1963.860215
1493	-79.885284	-2.281305	1913
1494	22.901	-2.256	1945.55914
1495	-79.885806	-2.203712	1909.1
1496	-79.907873	-2.203091	1926.094086
1497	-78.844	-2.194	1931.669355
1498	-79.895653	-2.185778	1916
1499	37.06787	-2.185749	1978.80914
1500	-79.8976	-2.180377	1909
1501	-79.910336	-2.167077	1908
1502	112.788	-2.082	1929.408602
1503	-78.728	-2.081	1956.69086
1504	-80.726	-2.026	1950.002688
1505	-80.669	-2.021	1936.107527
1506	-78.70193	-2.01283	1955.41129
1507	-77.982	-1.979	1964.854839
1508	22.93945	-1.933227	1992.002688
1509	-78.709	-1.931	1933.002688
1510	-79.978	-1.862	1935.790323
1511	36.795	-1.836	1978.655914
1512	-79.53	-1.795	1936.126344
1513	-59.621	-1.741	1974.752688
1514	37.12	-1.74	1952.02957
1515	-79.013	-1.7	1956.728495
1516	-78.645	-1.671	1929.836022
1517	-75.957	-1.642	1950.002688
1518	-76.228	-1.628	1950.293011
1519	-45.103	-1.623	1969.497312
1520	-77.353	-1.604	1956.825269
1521	-79.47	-1.574	1946.669355
1522	-80.806	-1.562	1964.873656
1523	-79.747	-1.556	1957.016129
1524	-78.54023	-1.555576	1959.513441
